PERMNO;HdrCUSIP;Ticker;PERMCO;DlyCalDt;DlyRet
14542;02079K10;GOOG;45483;18-8-2023;-0.018013
14542;02079K10;GOOG;45483;21-8-2023;0.006401
14542;02079K10;GOOG;45483;22-8-2023;0.005895
14542;02079K10;GOOG;45483;23-8-2023;0.027142
14542;02079K10;GOOG;45483;24-8-2023;-0.020944
14542;02079K10;GOOG;45483;25-8-2023;0.00207
14542;02079K10;GOOG;45483;28-8-2023;0.008417
14542;02079K10;GOOG;45483;29-8-2023;0.028075
14542;02079K10;GOOG;45483;30-8-2023;0.010628
14542;02079K10;GOOG;45483;31-8-2023;0.003067
14542;02079K10;GOOG;45483;1-9-2023;-0.004004
14542;02079K10;GOOG;45483;5-9-2023;-0.000658
14542;02079K10;GOOG;45483;6-9-2023;-0.009802
14542;02079K10;GOOG;45483;7-9-2023;0.006131
14542;02079K10;GOOG;45483;8-9-2023;0.007342
14542;02079K10;GOOG;45483;11-9-2023;0.003936
14542;02079K10;GOOG;45483;12-9-2023;-0.012124
14542;02079K10;GOOG;45483;13-9-2023;0.010509
14542;02079K10;GOOG;45483;14-9-2023;0.010836
14542;02079K10;GOOG;45483;15-9-2023;-0.004964
14542;02079K10;GOOG;45483;18-9-2023;0.004772
14542;02079K10;GOOG;45483;19-9-2023;-0.000936
14542;02079K10;GOOG;45483;20-9-2023;-0.030541
14542;02079K10;GOOG;45483;21-9-2023;-0.023999
14542;02079K10;GOOG;45483;22-9-2023;-0.000837
14542;02079K10;GOOG;45483;25-9-2023;0.00701
14542;02079K10;GOOG;45483;26-9-2023;-0.02058
14542;02079K10;GOOG;45483;27-9-2023;0.015527
14542;02079K10;GOOG;45483;28-9-2023;0.012703
14542;02079K10;GOOG;45483;29-9-2023;-0.009615
14542;02079K10;GOOG;45483;2-10-2023;0.02518
14542;02079K10;GOOG;45483;3-10-2023;-0.013834
14542;02079K10;GOOG;45483;4-10-2023;0.022281
14542;02079K10;GOOG;45483;5-10-2023;-0.002055
14542;02079K10;GOOG;45483;6-10-2023;0.020149
14542;02079K10;GOOG;45483;9-10-2023;0.00555
14542;02079K10;GOOG;45483;10-10-2023;-0.002151
14542;02079K10;GOOG;45483;11-10-2023;0.01796
